 [ 56.35903     99.68908189  21.45797     86.3092      26.062161  ]
 [ 25.08        81.291689    68.696543    80.19253185  26.976092  ]
 [ 71.413858    94.52774     34.145       97.63735     68.4431    ]
 [ 70.672       38.80562      1.846199    70.61996     97.798696  ]
 [ 93.43198     59.1739335   82.8000256   83.801318    63.222989  ]
 [ 72.62351     18.53599537  33.1625      21.05952885  68.4297    ]
 [ 40.8728      74.2326106   44.4816      26.27118     52.11300981]
 [ 58.1018      59.6130692   48.687139    99.811009    74.2151    ]
 [ 24.5171445   75.1980103   72.47962     73.3367      22.209     ]
 [ 20.65605     16.06194     51.6957749   56.75276808  34.275955  ]
 [ 23.17162     24.6103      97.954932     4.43294     90.484743  ]
 [ 56.02403     60.756       87.62756145  48.171398    75.6899    ]
 [ 52.5926513   72.46156044  46.5067      46.16188898  84.232301  ]
 [ 24.575892    76.951       49.53162033  19.4232      20.6774467 ]
 [  0.442916     8.724574    88.6463      81.893       84.27014467]
 [ 35.7398391   63.5077314    5.07082565  29.4701      90.12553666]
 [ 17.296938    60.51412     59.080347    12.2724      25.81324   ]
 [ 28.47168863  29.63465     63.8634      55.47299     62.3696    ]
 [ 52.2097      59.551064    41.95317273  14.80833063  45.752     ]
 [  3.6924      81.0286668   35.7169      96.6457804   41.5078566 ]
 [ 34.424081    20.014       55.194692    93.3114758   81.5801376 ]
 [ 62.515       25.8433      31.65914222  20.398       20.9373    ]
 [ 79.74453      3.02817      1.77658345  91.6591113   84.55573532]
 [ 52.75381     58.0456      46.904083    54.6671      54.9197052 ]
 [ 51.96569     85.72865     51.171803    76.70119     38.396     ]]
