     9.386863,    067.875705,     00011.868,  92.71918674,0028.349
   79.4370691,86.3785155,      58.1266055,      1.910223432,   077.71063123
   84.05223735,  00089.453,   98.563216,  0087.1176,000055.15597
    5.7916477,    3.78079725,000019.606,    072.88821825,   0000080.3988
  00063.7994, 037.5438,     024.914725, 0017.39403,   0000030.4683
     0016.28505,    000053.77938,   98.223376,     00070.552654,   000060.6221
      53.17021,    59.47988946,  85.342009, 38.32679058,  81.219725
  016.79595,    23.18594863,00049.6944,13.2181517,     65.1843574
 000043.9356,   55.85470638, 93.050903,  21.7803761,0000027.317
16.892171,   89.8321649,000092.51647,  0000058.7754,      00018.165534
000015.75608,63.22556,  00010.118373,     15.63866918, 11.41595732
    061.2897,000012.1834,      0039.556102,  080.2015,7.61526562
     00043.636828,   60.53013973,  00064.75373,  0059.329784,    29.23771171
0077.8259, 076.07697,     00034.6484,   0025.2232578,     0000089.985
 14.97377061,    0036.5796,    88.7580893,      05.043435, 00000064.965
  0000057.948,    0020.7534,   0.41219127,35.86890256,      91.98219782
 00036.809875,024.1132,00080.3311, 039.6768,      00000053.162
      25.4524001,  00073.639766,0000013.4902,   00045.356599,028.8197055
095.7354,    0057.063251,     0098.1252377,    80.580233,    00003.07149
   0000019.181,   26.54745959, 00000093.16,     25.8979836,  00049.125805
0000057.436,    099.213777, 000012.41754,  0093.6744,      00076.9209
     0040.652,96.9584777,    070.2013292,   009.14496,    0001.8264
    3.147395038,   59.69057451,47.8256487, 38.9339508, 000036.54434
     97.0451761,45.3465844,     00016.99492,   7.80707297, 59.7241197
   27.78148277,      0045.4481,53.136409,     8.9961814,   0052.96847
   000078.38194,     068.0908,  00016.2007,  074.6223555,    000042.086
    19.73200345,   027.33215882,      0018.1782,      00093.612027,  00026.99775
  7.415822362,   00000.356986,    002.859479,  026.8856,     62.753974
   98.3969051,  54.464499, 086.79834748,     77.40305195,     01.54569707
      55.60867,  0079.9854, 0027.414348, 00041.984014,      41.84378844
   76.994584,      000035.32559, 0060.955917,0075.0008088,     22.19086958
     0056.35903,      99.68908189,  21.45797, 0086.3092,   26.062161
   00025.08,      81.291689,  0068.696543,    80.19253185,      0026.976092
00071.413858,      94.52774, 00000034.145,000097.63735,    000068.4431
    000070.672,      38.80562,   1.846199,   70.61996,00097.798696
   093.43198,  59.1739335,082.8000256,   83.801318,   00063.222989
72.62351,      018.53599537,   033.1625,     021.05952885,    00068.4297
    00040.8728,     74.2326106,000044.4816,  00026.27118,      052.11300981
 00058.1018, 59.6130692,    00048.687139,099.811009,      0000074.2151
   24.5171445,      075.1980103,  72.47962,   073.3367,  000022.209
     20.65605,    0016.06194,0051.6957749,  56.75276808,34.275955
0023.17162,  0024.6103,      97.954932,  000004.43294, 00090.484743
      00056.02403,   0000060.756,      087.62756145,    048.171398, 075.6899
  52.5926513,      072.46156044,    000046.5067,   46.16188898, 084.232301
0024.575892,000076.951,     49.53162033,      019.4232,20.6774467
   0.442916,0008.724574, 0088.6463,    00081.893,     84.27014467
 0035.7398391, 63.5077314,5.07082565,  00029.4701,  90.12553666
  17.296938, 00060.51412,  59.080347,0012.2724,   00025.81324
 28.47168863,0029.63465,0063.8634, 055.47299,  000062.3696
      052.2097,59.551064, 41.95317273, 14.80833063,   0045.752
      000003.6924,  81.0286668,00035.7169,  0096.6457804,041.5078566
      34.424081,    0000020.014, 0055.194692, 93.3114758,     0081.5801376
    0000062.515, 0025.8433,  31.65914222,    00000020.398,    00020.9373
      00079.74453,  0003.02817,1.77658345,    0091.6591113,    84.55573532
     0052.75381, 00058.0456,      46.904083,      0054.6671,    54.9197052
 00051.96569,  085.72865,  0051.171803, 076.70119,00000038.396
